,title,label,label_score,len_title
4188,Pakar: Revisi UU KPK Kembalikan Tujuan KPK Saat Dibentuk,non-clickbait,0,9
7968,"Gwyneth Paltrow Akhirnya Pamerkan Foto Sang Putri, Wajah Super Cantik Dipuji Habis-Habisan ",clickbait,1,12
7356,BERITA POPULER - Polisi: Nikita Mirzani Bukan Informan | Permintaan Terakhir Bocah Fathir Ahmad,clickbait,1,14
4730,Borneo FC Izinkan Cucu BJ Habibie Pulang ke Rumah Duka,non-clickbait,0,10
8399," Dikenal Kocak, Natasha Rizki Bongkar Sifat Asli Desta Di Rumah Jauh Beda",clickbait,1,12
2538,Wonderkid Thailand Siap Bikin Malu Timnas Indonesia di Jakarta,clickbait,1,9
6751,"Cukai Akan Naik, Harga Saham Rokok Fluktuatif Sampai Oktober",non-clickbait,0,9
4790,Netanyahu Isyaratkan Perintahkan Serangan ke Gaza,non-clickbait,0,6
3768,Wakil Menkeu : Kenaikan Iuran BPJS Tidak Akan Berpengaruh pada Penduduk Miskin,non-clickbait,0,12
3111,5 Rekor di Liga Inggris yang Mungkin Takkan Terpecahkan,clickbait,1,9
5884,"Terkendala Ruang, Pemasangan Guard Rail di Jalan Dermaga Klender Tertunda",non-clickbait,0,10
81,Utusan Khusus Presiden akan Gelar Munas Tokoh Antaragama,non-clickbait,0,8
7026,Ria Irawan Dapat Kiriman Bunga dari Jokowi,non-clickbait,0,7
5409,IPEX 2019 Target Jadi Titik Balik Peningkatan Pasar Properti Indonesia,non-clickbait,0,10
4263,"Truk Terguling di Tanjakan Emen, Satu Orang Meninggal",non-clickbait,0,8
3294,"Kisah Pembunuh Bayaran ""Kelas Teri"", Rela Membunuh Asal Dibelikan Rokok",clickbait,1,10
3972,"Cewek SMA di Simalungun Digenjot 4 Kali di Warung, Udah Hamil Baru Lapor Polisi",clickbait,1,14
5220,Fachry Ali: Pemindahan Ibu Kota Jadi Awal Era Post-Java,non-clickbait,0,9
4229,MUI: Pembunuh dan Pemerkosa Gadis Badui Seperti Binatang,non-clickbait,0,8
7901,Rina Nose Beri Tanggapan Pedas Untuk Netizen Yang Doyan 'Nyinyir',clickbait,1,10
8170,"Baim Wong Tampil Jadi Gelandangan Protes RKUHP, Sebut Indonesia Negara Aneh",clickbait,1,11
6711,NMI: Baterai Mobil Listrik Nissan LEAF Digaransi 8 Tahun,non-clickbait,0,9
8212," Nagita Slavina Terlalu Sering Pakai Barang Mewah, Harga Sandal Karet Segini Dibilang Murah",clickbait,1,13
7547,"Kontroversi Film The Santri, Soal Amerika juga Disoroti, Wirda Mansur Buka Suara: Anehnya di Mana?",clickbait,1,15
7563,"Ramalan Zodiak Besok Jumat 20 September 2019 Cancer Semangat, Scorpio Harus Sabar, Pisces Panik",clickbait,1,14
6668,Pemerintah Minta Rapat Revisi UU KPK Terbuka untuk Umum,non-clickbait,0,9
807,"Buwas Bongkar Oknum BPNT Sunat Anggaran, Komisi VIII Bakal Panggil Mensos",non-clickbait,0,11
6961,"Dua Pekan Perluasan Ganjil Genap, Ada Pengendara Belum Tahu",non-clickbait,0,9
3688,"Tahun Depan Ada Kebijakan Cukai Baru, Apa Saja Isinya?",clickbait,1,9
2540,4 Pertemuan Timnas Indonesia Vs Thailand yang Tak Terlupakan,clickbait,1,9
4144,"Setelah Mobil Dinas Hilang, Pemprov Jabar Tingkatkan Pengamanan",non-clickbait,0,8
1983,Jefri Nichol Jalani Sidang Lanjutan Kasus Narkoba,non-clickbait,0,7
286,"Kecelakaan Maut di Nganjuk Tewaskan 3 Orang, 10 Saksi Diperiksa",non-clickbait,0,10
1024,"Tanpa Gula, Cokelat Panas Bisa Turunkan Berat Badan",non-clickbait,0,8
1296,10 Kolaborasi Idol K-Pop yang Nagih Banget!,clickbait,1,7
466,"RSPP: 2 Mahasiswa Korban Demo Ricuh di DPR Bakal Dipulangkan, 1 Orang Dirawat",non-clickbait,0,13
7584,5 Fakta KPK Tetapkan Menpora Imam Nahrawi Jadi Tersangka Kasus Suap Dana Hibah,clickbait,1,13
7412,"Besok! KFC Gelar Promo Harga Spesial, 5 Potong Ayam Hanya Rp 49 Ribuan Cuma Sehari",clickbait,1,15
5507,Panglima TNI Terima Gelar Honoris Causa dari UNS,non-clickbait,0,8
5019,OnePlus 7T Nongol di GeekBench Jalankan Android 10 dan RAM 8 GB,non-clickbait,0,12
6138,Hari Ini Kris Hatta Diserahkan ke Kejaksaan Tinggi DKI Jakarta,non-clickbait,0,10
5058,Ekonom : BI 7 Day Repo Rate Berpeluang Kembali Turun,non-clickbait,0,10
3197,"Helm Ini Dilengkapi AC, Bikin Bikers Adem Sepanjang Jalan",clickbait,1,9
5801,"Biaya Pemecatan Zidane Rp1,2 Triliun",non-clickbait,0,5
2895,"Fiorentina vs Juventus: Kembalinya Sarri, Debut Aaron Ramsey?",clickbait,1,8
8251,Kecantikan Lisa BLACKPINK Bak Artis Barat di Paris Fashion Week Kejutkan Netizen,clickbait,1,12
2511,Slank Bakal Tampil Bareng MLTR di Massive Worldwide 2019 Malaysia,non-clickbait,0,10
786,Tim Dentsu Wakili Indonesia di Ajang Kreatif Periklanan Asia Pasifik,non-clickbait,0,10
5678,"Selama 3 Bulan, Polda Metro Gulung 10 Pelaku Penggelapan Mobil Kredit",non-clickbait,0,11
2234,Traveloka Bantah Ingin Ganti Nama Bandara Soekarno-Hatta,non-clickbait,0,7
8482,"Hotman Paris Kritik Pasal RUU KUHP Soal Ayam Peliharaan, Sarankan Petani Lakukan Hal Kocak Ini",clickbait,1,15
4098,IMF Pertimbangkan Kandidat Tunggal Kristalina Georgieva,non-clickbait,0,6
4059,"ART Meninggal Digigit Anjing, Polisi Periksa Enam Saksi",non-clickbait,0,8
2972,"Per 1 November 2019, Perusahaan Tak Bisa Bebas Jual Batu Bara",non-clickbait,0,11
607,"Wamena Rusuh, Kantor PLN Ikut Dibakar",non-clickbait,0,6
5509,Eropa Tekan DPR Minta Pasal LGBT Dihapus,non-clickbait,0,7
7078,Eggi Sudjana Bersurat ke Jokowi: Yang Mulia Merasa Digulingkan?,clickbait,1,9
7570,"Jadwal Acara TV Hari Ini Kamis 19 September 2019, Ada The Voice Indonesia di GTV, Rosi di Kompas TV",non-clickbait,0,19
1253,"Sinopsis Drama BIG Episode 1, Keajaiban yang Dialami Gong Yoo",non-clickbait,0,10
728,Polisi Halau Aksi Mahasiswa di Uncen Jayapura,non-clickbait,0,7
5690,Kodam Tanjungpura Siap Gelar Operasi Mandiri Tanggulangi Karhutla,non-clickbait,0,8
5102,"Harga Minyak Dunia Menyusut Usai Saudi Beri Jaminan, Fokus Bergeser ke Fed",non-clickbait,0,12
3009,Massa Rusuh karena Merasa Dihalangi Bertemu Pimpinan KPK,non-clickbait,0,8
4909,Messi Bakal Kembali Absen Saat Barcelona Hadapi Valencia,non-clickbait,0,8
1306,"Barbie Kumalasari Tak Penuhi Pemeriksaan Kepolisian, Begini Penjelasan Pengacaranya",clickbait,1,9
3508,"Kakek Gondo, Wisudawan Tertua ITS yang Lulus Berpredikat ",non-clickbait,0,8
7134,Suzuki Buka Diler 3S Pertama untuk Produk Outboard Motor di Batam  ,non-clickbait,0,12
1783,SBY Menitikkan Air Mata...,clickbait,1,4
2626,"Pendapatan Asuransi Jiwa Kuartal II Naik 31,9 Persen",non-clickbait,0,8
468,"Anies: Pekerjaan Petugas Ambulans Tak Sederhana, Ada Potensi Kena Fitnah",non-clickbait,0,10
5606,"Data Pelanggan Lion Air Bocor, Menkominfo Sebut Bukti Urgensi RUU PDP",non-clickbait,0,11
6588,Penyerahan Mandat KPK ke Presiden Dianggap Manusiawi,non-clickbait,0,7
7660,"Kaya Raya, Cara Raffi Ahmad Simpan Gepokan Uang Jadi Sorotan",clickbait,1,10
3386,"Payudara Kencang dan Berisi, DJ Katty Butterfly Rajin Makan Sayuran Ini",clickbait,1,11
497,Beredar Ajakan Siswa SMK di Surabaya Ikut Demo,non-clickbait,0,8
538,2.000 Polisi Amankan Aksi #SurabayaMenggugat,non-clickbait,0,5
462,Anies Apresiasi Petugas Ambulans DKI: Mereka Berada di Tempat Menegangkan,non-clickbait,0,10
2397,Seorang Wanita Tewas Ditabrak Saat Jalan Kaki Seberangi Tol,non-clickbait,0,9
1563,"Cut Meyriska Sakit Perut Selama 5 Tahun, Ini Serangkaian Pemeriksaan yang Dilaluinya",clickbait,1,12
7753,"Mantap Minta Doa, Rezky Aditya-Citra Kirana Siap Sebar Undangan Dalam Waktu Dekat?",clickbait,1,12
2010,Aktivis ICW Ikut Seleksi Calon Wali Kota Tangsel Lewat PDI-P,non-clickbait,0,10
1259,"Sinopsis Drama THE LAST EMPRESS Episode 11, Shin Sung-Rok Ungkap Perselingkuhannya",non-clickbait,0,11
3320,"Kontroversi Young Lex, Lecehkan Lisa Blackpink hingga Lagu Lah Bodo Amat",clickbait,1,11
5544,Arsenal Puji Penampilan Pemain Muda Usai Kalahkan Frankfurt,non-clickbait,0,8
1765,Cerita Jatuh Bangun Pemilik Warung Dian dan Barokah Unhas hingga Jadi Langganan Mahasiswa,clickbait,1,13
8414,"Istri Ahok Hamil Tua Secantik BCL di Pesta Mewah, Veronica Tan Merakyat Lakukan Hal Mulia Ini",clickbait,1,16
6137,"Liga Champions: Liverpool Ditekuk Napoli, Apa Kata Jurgen Klopp?",clickbait,1,9
5538,"Samsung Perbarui Keamanan Galaxy A80, S8 Series, dan Galaxy A5",non-clickbait,0,10
3181,Viral Polisi Tolong Seorang Ibu yang Jalan Kaki Gendong Jenazah Bayi Baru Dilahirkan,clickbait,1,13
6767,Liga 1 Kamis: Prediksi Persija Jakarta Vs Bali United,non-clickbait,0,9
3343,"Punya Fasilitas Jual Beli Emas Digital, Bagaimana Izin Bukalapak dan Tokopedia?",clickbait,1,11
7300,"Elly Sugigi Putuskan Pakai Hijab, Beberkan Alasan dan Sempat Khawatir Akan Sepi Job, Intip Fotonya",clickbait,1,15
527,"Gempa M 6,8 Terjadi di Ambon, Tak Berpotensi Tsunami",non-clickbait,0,9
4360,Kebakaran Lahan di Penajam Paser Utara Meningkat,non-clickbait,0,7
3565,"Ekonomi RI Gampang Masuk Angin, Kok Bisa?      ",clickbait,1,7
2873,"Jadwal MU vs Leicester City di Liga Inggris, Siaran Langsung Televisi",non-clickbait,0,11
1219,"7 Fakta Madam Shim, Wanita Berpengaruh Dicurigai Dalang Kasus Jang Ja Yeon & Seungri",clickbait,1,14
6412,"Soal Kehadiran Esemka, Toyota: Akan Menggairahkan Pasar",non-clickbait,0,7
3007,KIEC Bangun Water Close untuk Cegah Penyakit di Cilegon,non-clickbait,0,9
2905,4 Pesawat BJ Habibie yang Bikin Indonesia Bangga,clickbait,1,8
5980,"Demonstrasi Mahasiswa, Jalan Gatot Subroto Depan DPR Ditutup",non-clickbait,0,8
4616,PM Selandia Minta Maaf Atas Skandal Kekerasan Seksual Partai,non-clickbait,0,9
3884,"Agus Lagi Nafsu, Lisa Diciumi, Terus Dibuka Nananya, Eh... Rupanya Laki-laki Juga, Padahal Udah Minum Obat Kuat!",clickbait,1,17
4279,"4 Korban Cipularang Sulit Teridentifikasi, Polisi Lakukan Pemeriksaan DNA",non-clickbait,0,9
8535,"Perut Sixpack Lee Seung Gi Tampak Jelas di 'Vagabond', Rupanya Sempat Malu Saat Akan Buka Baju",clickbait,1,16
5067,Rekor dan Penalti Kontroversial Ter Stegen,clickbait,1,6
8428,Polisi Telah Tangkap 94 Orang Usai Demo Mahasiswa Yang Ricuh Di DPR,non-clickbait,0,12
1364,"Langgar Mitos Usai Pernikahan, Inikah Penyebab Perceraian Song Joong Ki?",clickbait,1,10
3182,6 Cara Media Sosial Merusak Hubunganmu dengan Pacar   ,clickbait,1,8
2802,"Kritik KPK Era Agus Rahardjo Cs, Capim Nawawi: Ini OTT atau Jebakan?",clickbait,1,11
211,"Aspirasi Tokoh Papua: Pak Jokowi, Generasi Muda Kami Jangan Dihukum",non-clickbait,0,10
178,"Berharap Tak Mati, KPK Minta Yasonna Hati-hati",non-clickbait,0,7
4967,"Babak I: Dua Gol Mane, Liverpool Ungguli Newcastle",non-clickbait,0,8
7529,7 Hal Menyebalkan yang Dikeluhkan Penumpang saat Naik Pesawat,clickbait,1,9
6227,Alasan Suzuki Optimistis Penjualan Semester II 2019 Membaik,clickbait,1,8
948,"Suka Menggantungkan Tas di Lengan, Seperti Ini Kepribadianmu!",clickbait,1,8
5474,Kepala Bappenas Kembangkan Enam Kota Metropolitan Baru di Luar Jawa,non-clickbait,0,10
6704,DPR Keluhkan Pimpinan KPK: Anggap Anarko hingga Inkonstitusional,non-clickbait,0,8
2852,DPR dan Pemerintah Bahas Penambahan Jumlah Pimpinan MPR,non-clickbait,0,8
1279,14 Fakta Menarik 'AVENGERS: ENDGAME' Yang Perlu Kamu Tahu Sebelum Nonton,clickbait,1,11
4955,Mahathir Tampung Zakir Naik karena Tak Ada Negara yang Menerima,non-clickbait,0,10
432,Aparat Kembali Siaga di Jl Gatsu Dekat Gedung DPR Siang Ini,non-clickbait,0,11
4325,Lukaku Serukan Seluruh Asosiasi Sepak Bola Lawan Rasisme,non-clickbait,0,8
6461,Bamsoet Sindir Airlangga Hartarto Soal Rapat Pleno Golkar,non-clickbait,0,8
7677,Lucinta Luna Jawab Tantangan Netizen Ajak Abash Buka Baju,clickbait,1,9
4470,"Pesawat tak Sediakan Hiburan, Menhub Dilaporkan ke Ombudsman",non-clickbait,0,8
1076,"Liburan Bersama Suami, Cantiknya Priyanka Chopra Gunakan Bikini",clickbait,1,8
7925,Vanessa Angel Asyik Makan Es Krim di Pantai Tak Pakai Bra Bikin Geger,clickbait,1,13
4224,Kualitas Udara di Palembang Semakin tidak Sehat,non-clickbait,0,7
7538,"UPDATE Kasus Penganiayaan Kriss Hatta, Hari Ini Bakal Dipindahkan ke Kejaksaan Tinggi DKI Jakarta",clickbait,1,14
3336,China Bungkam Brunei 7-0 di Kualifikasi Piala Asia U-16 2020,non-clickbait,0,10
389,"Jelang Hari Jadi Kota Bandung, Penataan PKL Cicadas Baru 40 Persen",non-clickbait,0,11
1767,"Viral, Seorang Pengendara Keluarkan Jurus Silat Saat Kena Razia Polisi",clickbait,1,10
7009,Jadwal Siaran Langsung Liga Inggris Sabtu Malam: MU Vs Leicester,non-clickbait,0,10
7184,"JPK Nilai Revisi UU Tidak Akan Lemahkan KPK, Ini Alasannya",clickbait,1,9
8599,"Irene Red Velvet Menggemaskan Bak Anak Kecil di Postingan Baru, Digoda Pelit Caption",clickbait,1,13
1187,Via Vallen Senang Dangdut Rajai Musik Indonesia,non-clickbait,0,7
6660,"Konvoi Mobil Listrik Hari Ini, Begini Rekayasa Lalu Lintasnya.",clickbait,1,9
333,"Malam-malam, Sekdes-TNI Cek Gunung Sampah di Pinggir Kali Ciliwung Cilebut",non-clickbait,0,10
3004,Menaker Minta Bantuan Petugas Desmigratif untuk Pendataan Pekerja Migran,non-clickbait,0,9
3567,Agus Rahardjo Pastikan Pimpinan KPK Tetap Bekerja   ,non-clickbait,0,7
7825,"Korea Drama Awards 2019: Tampil Necis, Ong Sung Woo Raih Piala Best New Actor",clickbait,1,14
3334,Madura United Tahan Imbang Barito Putera,non-clickbait,0,6
2413,"Kampanye Presiden Afghanistan Diserang Bom Bunuh Diri Taliban, 24 Orang Tewas",non-clickbait,0,11
8156,"Ananda Badudu Galang Dana Demo Rp175 Juta Diciduk, Tagar Save Awkarin Jadi Sorotan",clickbait,1,13
1449,"Habis Kesabaran, Lee Jeong Hoon Bakal Laporkan Haters yang Hina Anaknya",non-clickbait,0,11
2048,"Tak Wajibkan Peserta Audisi Kenakan Logo, PB Djarum Diapresiasi",non-clickbait,0,9
1751,"Disebut Kerjanya Cuma Menembaki Kapal, Ini Kata Menteri Susi",clickbait,1,9
3305,Mengapa Ada Orang Berpikiran untuk Menyewa Pembunuh Bayaran?,clickbait,1,8
5050,Finnet Fasilitasi Pembayaran JKN-KIS Melalui Uang Elektronik,non-clickbait,0,7
2382,Mantan Bos Holding Utama Saratoga Hijrah ke Lippo,non-clickbait,0,8
1662,Putra BJ Habibie: Tidak Benar Bapak dalam Keadaan Kritis,non-clickbait,0,9
7023,"Prestasi Persib B Kian Memburuk, Liestiadi Mengundurkan Diri",non-clickbait,0,8
869,"6 Zodiak yang Diprediksi Paling Jahat, Mengapa?",clickbait,1,7
5776,"DPR dan Pemerintah Sepakat, Revisi UU KPK Disahkan Malam Ini",non-clickbait,0,10
7458,"Gadis Ini Tewas Tersetrum Ponselnya yang Jatuh ke Air Saat ""Di-cas""",clickbait,1,11
1538,"Booming Iklan Mie Sedaap Versi Choi Siwon, Ternyata Begini Rasanya",clickbait,1,10
4348,Tim Basket Mahasiswa DIY Siap Tampil di Pomnas 2019,non-clickbait,0,9
646,Mendagri Sentil Gubernur Riau yang ke LN Saat Karhutla,non-clickbait,0,9
1465,"Irina Shayk - Bradley Cooper Putus, Lady Gaga Penyebabnya?",clickbait,1,9
4022,"Habibie Diisukan Meninggal, Adik: Itu Ulah Orang Iseng",non-clickbait,0,8
8264,"Richard Kyle Ditegur Lupa Jessica Iskandar Usai Komentari Foto Cinta Laura, Netter Beri Pembelaan",clickbait,1,14
2725,"VIDEO: iPhone 11 Resmi Dirilis, Lebih Baik dari iPhone X?",clickbait,1,10
3928,"Pejabat Kemenpora Minta Fortuner, Gara-gara Pajero Sport-nya Nggak Bisa Kejar Menteri",clickbait,1,11
774,"Sosok Cheng Ho, Pelaut Muslim yang Jadi Simbol Diplomasi China Modern",non-clickbait,0,11
6626,"Daihatsu Sigra Transmisi Manual Lebih Diminati, Ini Penjelasannya",clickbait,1,8
1551,"Kocak! Gara-Gara Penilaian Guru di Masa Lalu, Deepika Padukone Ancam Ranveer Singh",clickbait,1,12
4914,BCL Sedih tak Sempat Ucapkan Selamat Tinggal pada Habibie,non-clickbait,0,9
1082,"Sinopsis Sinetron 'CINTA SUCI' Episode 309 & 310 Tayang Kamis, 11 April 2019",non-clickbait,0,13
2741,"Gara-Gara 4 Hal Sepele, Sejumlah Orang Ini Mendadak Tajir",clickbait,1,9
221,Kepala BPPT Doakan BJ Habibie 'Eyang Intelektual' Segera Pulih,non-clickbait,0,9
3397,"Anggia Chan Ancam Polisikan Vicky Prasetyo, Ada Apa?",clickbait,1,8
1770,Sri Mulyani Disalahkan soal BPJS | PB Djarum Bukan Merek Rokok,non-clickbait,0,11
7640,Prilly Latuconsina Curhat Ditawari Magang Jadi Staf TV Malah Disuruh Fans Lakukan Ini,clickbait,1,13
2562,Ada Peran Klopp dalam Transfer Coutinho ke Bayern Munchen,clickbait,1,9
8550,Momo Twice Bikin Syok Akting Memuntahkan Jus Tiru Adegan Drama di 'Idol Room',clickbait,1,13
500,"Polisi Pemukul Anggota DPRD Sumut Diamankan, F-Gerindra akan Konfirmasi",non-clickbait,0,9
994,Kekebalan Tubuh Ibu Selama Kehamilan Pengaruhi Kecerdasan Anak,non-clickbait,0,8
8134,"Atta Halilintar Akhirnya Bongkar Awal Pertemuan dengan Bebby Fey, Bantah Lakukan Pelecehan",clickbait,1,12
7593,"Franda Hampir Sebulan Absen Main Instagram, Foto Vechia di Postingan Samuel Zylgwyn Obati Rindu Fans",clickbait,1,15
3109,Pansus Pemindahan Ibu Kota Akan Panggil Anies Baswedan dan Isran Noor ,non-clickbait,0,11
1386,"Masih Cinta, 5 Pasangan Seleb Indonesia yang Balikan - Rujuk Setelah Sempat Cerai",clickbait,1,13
2337,Simak Tips Investasi Sejak Dini ala Petenis Andy Roddick,clickbait,1,9
5047,Pelayanan Publik di Tabalong Akan Terpadu Dalam Satu Tempat,non-clickbait,0,9
7109,"Saat Melaju di Pondok Indah, Mobil Anton Ringsek Tertimpa Pohon Palem, Begini Nasibnya",clickbait,1,13
1039,"Nonton Wimbledon, Meghan Markle Tampil Kasual Kenakan Jeans, Sudah Kembali Langsing!",clickbait,1,11
6885,Polisi di Meksiko Temukan 44 Mayat yang Dimutilasi,non-clickbait,0,8
6460,Ketangguhan Honda ADV 150 Diuji Lintasi Turunan dan Tanjakan,non-clickbait,0,9
3575,Klopp: Napoli Sangat Termotivasi Kalahkan Liverpool,non-clickbait,0,6
1779,"Saat 10 Capim KPK ""Dikunci"" dengan Surat Bermeterai Ini...",clickbait,1,9
4292,Umat Islam Berperan Besar dalam Pembuatan Kertas,non-clickbait,0,7
6115,Masyarakat Akali Perluasan Ganjil Genap dengan Plat Nomor Palsu,non-clickbait,0,9
956,Alasan Anak Sebaiknya Tidak Konsumsi Jus Buah Berlebihan,clickbait,1,8
3465,Rasio Elektrifikasi Bisa 100% dengan Energi Terbarukan?,clickbait,1,7
1295,"Pablo Benua dan Rey Utami Ditahan, 12 Seleb Ini Juga Jadi Korban Video 'Mulut Sampah'",clickbait,1,15
6609,"Sakit Perut Melilit, Coba Atasi dengan 7 Bahan Alami Ini",clickbait,1,10
6929,"Revisi UU PAS Dinilai Menambah Masalah, Mengapa?",clickbait,1,7
479,Prof Romli Nilai KPK Era Agus Rahardjo Cs Tak Lagi Miliki Legitimasi,non-clickbait,0,12
7202,Ridwan Kamil Bahas Keadilan Fiskal di Mayor Caucus 55th ISOCARP World Planning Congress 2019,non-clickbait,0,14
2485,Komisi III DPR Temui Koalisi Masyarakat Sipil Bahas Capim KPK,non-clickbait,0,10
2888,"Mediasi bersama Kemenpora, Ini 4 Kesepakatan PB Djarum dengan KPAI",clickbait,1,10
1837,Ria Irawan Dapat Kiriman Bunga dari Presiden Jokowi,non-clickbait,0,8
1793,"Pihak Sekolah Tidak Setuju Andreas Diasuh Wali Kota Malang, Ini Sebabnya",clickbait,1,11
2990,Hadapi Risiko Kekeringan Petani di Lamongan Semakin Familiar dengan Asuransi Pertanian,non-clickbait,0,11
1861,Jumlah Pelanggar Ganjil Genap di Jalan DI Panjaitan Turun 20 Persen,non-clickbait,0,11
4307,Chris Apresiasi Semangat Peserta Audisi Umum Bulu Tangkis,non-clickbait,0,8
2259,"Korupsi Anggaran Transportasi, Mantan Ketua Bawaslu Magetan Ditahan",non-clickbait,0,8
6119,"Hasil Kualifikasi Euro 2020: Jerman, Belanda, Belgia Menang",non-clickbait,0,8
3367,Jaman Now Nggak Punya JKN-KIS??  ,clickbait,1,5
1772,"7 Kisah Pasien Ditandu Menuju Puskesmas, Disebut ""Ambulans Desa"" hingga Selamatkan Ibu Melahirkan",clickbait,1,13
2509,"Mengaku Jadi Korban Pemerkosaan, Ini 4 Fakta Menarik tentang Barbie Nouva",clickbait,1,11
6418,"Disindir ICW Hilang di Istana, Jaleswari: Paham Mereka Kecewa",non-clickbait,0,9
1395,Crazy Rich Pluit! Pria Ini Beli Yacht Raffi Ahmad Cash 4 Miliar!,clickbait,1,12
7733,"Rachel Vennya Ikutan Demo Suarakan Aspirasi Soal RUU KUHP, Malah Bikin Ngakak Karena Ini",clickbait,1,14
480,"15 Kecamatan di DKI Berpotensi Kekeringan, Anies Bentuk Satgas Air Bersih",non-clickbait,0,11
1927,PDI-P Sebut Penyerahan Mandat Pimpinan KPK ke Presiden Tidak Bijaksana,non-clickbait,0,10
833,Mahasiswa di Makassar Pakai Duit Hasil Gadai 77 Mobil Rental Buat Judi Online,non-clickbait,0,13
1257,"Sinopsis Drama STILL 17 Episode 32, Akhir Kisah Yang Se Jong dan Shin Hye Sun",non-clickbait,0,15
8419,Universitas Al-Azhar Bentuk Tim Investigasi Usai Mahasiswanya Kritis Pasca Demo DPR,non-clickbait,0,11
8217,"Atta Halilintar Ejek Bebby Fey 'Pembohong Pansos', 'Baju Couple' Bukti Berjodoh?",clickbait,1,11
8063,Anies Baswedan Sebut Ada 210 Orang Dilarikan ke RS Pasca Demo Mahasiswa di DPR,non-clickbait,0,14
5366,Hanura Kecewa Tak Dapat Kue Kekuasaan,non-clickbait,0,6
3416,"Pemancing Ini Tak Sengaja Tangkap Ikan ""Alien"" Bermata Besar",clickbait,1,9
6923,Pengacara Korban Pertanyakan Boeing Tetap Terbangkan 737 MAX,non-clickbait,0,8
2847,"Viral Video Xanana Gusmao Cium Kening BJ Habibie, Begini Kisahnya",clickbait,1,10
5724,PKB Beri Bantuan Hukum kepada Menpora,non-clickbait,0,6
7955,Ucapan Lee Kwang Soo Ini Bikin Song Ji Hyo Berhenti Nangis di Fanmeeting 'Running Man',clickbait,1,15
823,Polisi soal DPO Teroris Tunggangi Demo di Sumut: Dia Provokasi Massa,non-clickbait,0,11
3622,Fakta-Fakta Penyelenggaraan Ibadah Haji di Madinah,clickbait,1,6
1211,"Sempet Kena Pukul dan Alami Memar, Tatjana Saphira Tak Kapok Main Film Action",non-clickbait,0,13
1791,KPAI Tak Berniat Stop Audisi PB Djarum | Auktor Intelektualis Kerusuhan Papua,non-clickbait,0,12
1522,"Selebritis Marcella Simon Jadi Mualaf, Didampingi Cut Meyriska",non-clickbait,0,8
3475,Google Pixel 4 Miliki Sensor Gambar Mirip Pixel 3?,clickbait,1,9
4374,PBSI: Audisi Umum Murni untuk Rekruitmen Pemain,non-clickbait,0,7
5287,Sri Mulyani Ingin BPPK Dorong Kemenkeu Jadi Knowledge Institution,non-clickbait,0,9
3873,"Ini Kriteria Penerima Kartu Prakerja, Apakah Anda Termasuk Salah Satunya?",clickbait,1,10
8277,Pandji Pragiwaksono Beri Pengakuan Mengejutkan Pernah Jadi 'Korban' YouTuber Terkenal Raditya Dika ,clickbait,1,12
3631,Partai Gelora Dinilai Akan Miliki Segmen Pemilih Berbeda dari PKS,non-clickbait,0,10
8582,"Kim Yohan Ulang Tahun, Member X1 Kompak Rayakan Dengan Pakai Baju Ini",clickbait,1,12
4769,Unisa Ciptakan Kecerdasan Buatan Kontrol Penggunaan Listrik,non-clickbait,0,7
8478,"Akdong Musician Putuskan Comeback Dengan Nama AKMU Mulai Sekarang, Ternyata Gara-gara Ini",clickbait,1,12
3249,Napoli dan Liverpool Sama Kuat di Babak Pertama,non-clickbait,0,8
1796,Polisi Dalami Keterkaitan Tersangka Dalang Rusuh Jayapura dan Benny Wenda,non-clickbait,0,10
5728,Diskominfo Morowali Fasilitasi Ranperbup Masterplan Smart City,non-clickbait,0,7
383,"YLBHI Sebut Mahasiswa Belum Bisa Dikontak Usai Demo di DPR, Ini Kata Polri",clickbait,1,13
3120,"Jelang Liverpool vs Newcastle, Klopp Ungkap Kondisi Terkini Alisson dan Keita",clickbait,1,11
